ID	Type	JName	EName	Value
33.ID	spellbook	ファイアボルトの魔法書	fire bolt	0
32.ID	spellbook	アイスボルトの魔法書	ice bolt	0
31.ID	bottle	クリムエール	crim ale	0
30.ID	-	睡眠薬	sleeping drug	0
29.ID	potion	麻痺のポーション	paralysis	0
28.ID	potion	混乱のポーション	confusion	0
27.ID	potion	盲目のポーション	blindness	0
26.ID	bottle	汚水	dirty water	0
25.ID	-	バグの本	bugged book	0
24.ID	-	本	book	0
23.ID	-	本	book	0
22.ID	spellbook	解呪の魔法書	uncurse	0
21.ID	spellbook	鑑定の魔法書	identify	0
20.ID	spellbook	テレポートの魔法書	teleportation	0
19.ID	rod	テレポートの杖	teleportation	0
18.ID	rod	鑑定の杖	identify	0
17.ID	scroll	インコグニートの巻物	incognito	0
16.ID	scroll	テレポートの巻物	teleportation	0
15.ID	scroll	神託の巻物	oracle	0
14.ID	scroll	鑑定の巻物	identify	0
13.ID	-	装飾の指輪	decorative ring	0
12.ID	-	合成靴	composite boots	0
11.ID	-	重靴	heavy boots	0
10.ID	-	厚篭手	thick gauntlets	0
9.ID	-	細工篭手	decorated gloves	0
8.ID	-	法衣	robe	0
7.ID	-	鎧	breastplate	0
6.ID	-	フェアリーハット	fairy hat	0
5.ID	-	魔法帽	magic hat	0
4.ID	-	棍棒	club	0
3.ID	-	手斧	hand axe	0
2.ID	-	短剣	dagger	0
1.ID	-	長剣	long sword	0
0.ID	-	黄金	gold bar	0
